person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,loan_intent_encoded,person_home_ownership_encoded,loan_grade_encoded,cb_person_default_on_file_encoded
24,30000,10.0,3000,1037.0,0,1,2,4,3,1,0
23,30000,0.0,3000,579.0,0,1,3,3,3,0,0
25,30000,30.0,3000,1298.0,0,1,3,0,3,2,0
23,30000,30.0,3000,152.0,1,1,2,3,3,3,1
21,30000,50.0,3000,962.0,0,1,4,4,3,1,0
25,30000,30.0,3000,1361.0,0,1,2,4,3,2,0
22,30000,30.0,3000,1112.0,0,1,3,4,3,1,0
21,30000,40.0,3000,1632.0,0,1,3,1,3,3,1
24,30000,80.0,3000,1186.0,0,1,4,3,3,1,0
24,30000,10.0,3000,1398.0,1,1,2,0,3,2,1
25,33000,60.0,8000,662.0,0,24,4,1,0,0,0
21,33000,50.0,2000,1427.0,1,6,4,2,0,2,0
25,30000,40.0,3000,1221.0,1,1,4,2,3,1,0
21,30000,20.0,3000,1189.0,0,1,4,1,3,1,0
25,33000,90.0,3000,1199.0,0,9,2,3,0,1,0
24,30960,50.0,3000,1562.0,0,1,4,3,3,3,0
25,33000,90.0,5000,849.0,0,15,3,5,0,0,0
26,31131,0.0,3000,1336.0,1,1,4,3,3,3,1
22,31200,30.0,3000,1186.0,0,1,4,1,3,1,0
23,31200,20.0,3000,1189.0,0,1,2,1,3,1,0
22,31356,0.0,3000,768.0,0,1,4,0,3,0,0
23,33000,30.0,8325,1599.0,0,25,3,4,0,3,0
24,33000,30.0,1250,1929.0,0,4,4,4,0,4,0
23,33000,40.0,8000,749.0,0,24,3,1,0,0,0
25,32000,30.0,3000,894.0,0,9,3,0,3,0,0
24,32000,40.0,3000,1229.0,0,9,2,3,3,2,1
24,33000,80.0,2050,1349.0,1,6,2,2,0,2,0
25,32004,0.0,3000,932.0,0,9,2,0,3,0,0
23,32400,60.0,3000,100.0,0,9,2,5,3,1,0
22,32400,50.0,3000,1645.0,0,9,3,4,3,4,0
26,32640,70.0,3000,1075.0,0,9,2,5,3,1,0
26,33000,70.0,3000,599.0,0,9,4,3,3,0,0
22,33000,50.0,12375,729.0,0,38,2,0,0,0,0
25,33000,30.0,3000,599.0,0,9,2,5,3,0,0
25,33000,60.0,3000,1095.0,0,9,4,4,3,1,0
26,33189,40.0,3000,1112.0,0,9,2,1,3,1,0
23,34008,50.0,3000,100.0,0,9,4,5,3,1,0
22,34500,30.0,3000,1183.0,0,9,2,0,3,1,0
25,29000,90.0,3000,662.0,1,1,2,3,3,0,0
23,35000,40.0,3000,1385.0,0,9,3,4,3,2,0
22,35000,50.0,3000,1001.0,0,9,2,1,3,1,0
22,29244,0.0,3000,133.0,1,1,2,0,3,3,1
24,35256,20.0,3000,1074.0,0,9,2,0,3,1,0
22,36000,0.0,3000,1171.0,0,8,3,4,3,1,0
23,36000,0.0,3000,729.0,0,8,3,3,3,0,0
26,36000,30.0,3000,788.0,0,8,4,1,3,0,0
24,36000,0.0,3000,1392.0,0,8,3,1,3,2,1
23,33000,20.0,3000,1435.0,0,9,3,0,0,2,1
24,36600,40.0,3000,933.0,0,8,2,0,3,1,0
25,37000,20.0,3000,1171.0,0,8,2,3,3,1,0
21,33000,50.0,7800,988.0,0,24,2,4,0,1,0
21,37000,0.0,3000,639.0,0,8,3,1,3,0,0
24,38000,20.0,3000,1306.0,0,8,4,1,3,2,0
21,38000,50.0,3000,705.0,0,8,4,0,3,0,0
22,38000,0.0,3000,1028.0,0,8,3,1,3,2,0
22,33000,40.0,12500,1426.0,0,38,2,1,0,2,0
24,33000,0.0,8125,859.0,0,25,4,3,0,0,0
25,33000,40.0,4400,80.0,0,13,3,1,0,0,0
24,38400,80.0,3000,1756.0,0,8,2,4,3,4,1
25,38748,20.0,3000,729.0,0,8,3,4,3,0,0
24,33000,30.0,4000,1304.0,0,12,4,5,0,2,0
26,33000,20.0,3000,1149.0,1,9,3,3,3,1,0
22,39996,40.0,3000,1435.0,0,8,3,4,3,2,1
26,33000,100.0,7000,743.0,0,21,4,4,0,0,0
23,33012,20.0,12200,1099.0,0,37,4,1,2,1,0
23,40000,20.0,3000,1349.0,0,7,3,4,3,2,0
24,40000,10.0,3000,1074.0,0,7,3,4,3,1,0
21,33168,60.0,6425,963.0,0,19,3,4,0,1,0
25,40000,20.0,3000,1025.0,0,7,2,3,3,1,0
24,40000,10.0,3000,1422.0,0,7,4,3,3,2,0
22,37000,20.0,3000,203.0,1,8,2,0,3,4,0
23,43000,10.0,3000,849.0,0,7,4,1,3,0,0
22,37000,60.0,3000,1111.0,1,8,2,0,3,1,0
23,37000,70.0,3000,1075.0,1,8,4,1,3,1,0
25,43200,30.0,3000,138.0,0,7,3,4,3,2,1
22,43200,40.0,3000,1372.0,0,7,3,1,3,2,1
22,43500,0.0,3000,542.0,0,7,3,1,3,0,0
24,43500,10.0,3000,80.0,0,7,2,4,3,0,0
21,33280,50.0,11200,1392.0,1,34,4,5,0,2,0
23,43949,70.0,3000,1149.0,0,7,3,3,3,1,0
23,44000,20.0,3000,925.0,0,7,3,3,3,1,0
23,33300,20.0,9000,1357.0,0,27,4,5,2,2,1
25,33316,40.0,5000,654.0,0,15,2,5,0,0,0
24,33321,40.0,12250,1311.0,0,37,4,5,2,2,1
24,33360,60.0,6000,1059.0,0,18,3,0,0,1,0
24,33360,70.0,2500,714.0,0,7,3,2,0,0,0
25,45000,40.0,3000,79.0,0,7,4,3,3,0,0
24,45000,80.0,3000,749.0,0,7,4,3,3,0,0
24,45000,10.0,3000,999.0,0,7,4,0,3,1,0
22,45000,30.0,3000,1199.0,0,7,4,4,3,1,0
24,39000,0.0,3000,1461.0,1,8,4,3,3,3,1
24,45000,40.0,3000,932.0,0,7,2,5,3,0,0
21,39327,50.0,3000,1367.0,1,8,2,3,3,3,0
25,33600,90.0,7125,751.0,0,21,3,3,0,0,0
22,33600,10.0,5000,1825.0,0,15,2,3,2,3,0
24,33600,30.0,2500,89.0,0,7,2,4,0,0,0
23,33600,80.0,8000,699.0,0,24,2,4,0,0,0
22,47000,30.0,3000,662.0,0,6,2,1,3,0,0
21,47208,20.0,3000,1392.0,0,6,2,4,3,2,1
26,47500,80.0,3000,676.0,0,6,2,5,3,0,0
22,48000,0.0,3000,1479.0,0,6,2,4,3,2,0
25,48000,0.0,3000,1347.0,0,6,4,1,3,2,1
21,48000,20.0,3000,976.0,0,6,4,1,3,1,0
26,48000,40.0,3000,1014.0,0,6,3,3,3,1,0
25,33600,10.0,12000,999.0,0,36,3,5,0,1,0
22,49800,10.0,3000,788.0,0,6,3,4,3,0,0
25,50000,50.0,3000,603.0,0,6,3,2,3,0,0
26,44000,0.0,3000,749.0,1,7,4,2,3,0,0
23,50000,10.0,3000,849.0,0,6,2,0,3,0,0
23,44000,40.0,3000,766.0,1,7,4,0,3,0,0
23,50000,0.0,3000,691.0,0,6,2,1,3,0,0
22,33600,70.0,10750,788.0,0,32,2,1,0,0,0
23,44000,40.0,3000,962.0,1,7,4,4,3,1,0
22,33600,60.0,5000,714.0,0,15,3,5,0,0,0
26,50000,80.0,3000,988.0,0,6,4,4,3,1,0
22,50000,60.0,3000,1099.0,0,6,3,4,3,1,0
24,51000,10.0,3000,89.0,0,6,2,0,3,0,0
24,51600,80.0,3000,1065.0,0,6,3,2,3,1,0
24,51600,10.0,3000,1268.0,0,6,4,2,3,2,1
24,51684,80.0,3000,1059.0,0,6,2,4,3,1,0
22,45996,0.0,3000,1562.0,1,7,2,3,3,3,1
23,51996,10.0,3000,1037.0,0,6,2,0,3,1,0
22,33640,40.0,12000,1065.0,0,36,3,5,0,1,0
23,52000,0.0,3000,599.0,0,6,2,1,3,0,0
25,52000,10.0,3000,1299.0,0,6,4,0,3,2,1
22,33685,60.0,5000,1385.0,0,15,3,1,0,2,0
22,48609,60.0,12000,749.0,0,25,3,0,3,0,0
26,33800,90.0,14400,788.0,0,43,3,5,0,0,0
23,48645,10.0,12000,1025.0,0,25,4,5,3,1,0
25,33800,20.0,10000,1531.0,0,3,4,1,0,3,0
23,33800,40.0,13000,1531.0,0,38,4,1,2,3,1
23,48672,60.0,12000,742.0,0,25,3,1,3,0,0
23,33990,20.0,1000,1059.0,1,3,2,0,0,2,0
25,49600,90.0,12000,714.0,0,24,4,1,3,0,0
24,33996,80.0,4000,1491.0,0,12,2,5,0,3,1
25,50000,30.0,12000,1677.0,0,24,3,4,3,3,0
21,33996,20.0,2500,788.0,1,7,3,2,0,0,0
22,33996,0.0,10000,1496.0,0,29,3,5,2,3,1
21,50000,0.0,12000,1171.0,0,24,3,4,3,1,0
23,50000,0.0,12000,1059.0,0,24,3,1,3,1,0
24,50000,30.0,12000,1714.0,0,24,4,1,3,4,0
24,44000,30.0,12000,1223.0,1,27,3,0,3,2,0
23,50000,10.0,12000,654.0,0,24,3,0,3,0,0
22,44000,30.0,12000,1186.0,1,27,2,0,3,1,0
24,50000,10.0,12000,751.0,0,24,4,2,3,0,0
25,50000,20.0,12000,788.0,0,24,4,1,3,0,0
25,50000,50.0,12000,788.0,0,24,2,4,3,0,0
23,50000,10.0,12000,1287.0,0,24,2,1,3,2,1
22,50004,60.0,12000,100.0,0,24,2,4,3,1,0
25,44004,30.0,12000,1531.0,1,27,3,3,3,3,1
23,44004,0.0,12000,160.0,1,27,2,5,3,4,0
22,50361,60.0,12000,1273.0,0,24,4,1,3,2,0
26,34000,60.0,12000,603.0,0,35,4,0,0,0,0
23,50500,10.0,12000,1158.0,0,24,4,5,3,1,0
25,34000,90.0,10000,1242.0,0,29,3,0,0,1,0
25,34000,10.0,2500,603.0,0,7,2,2,0,0,0
23,34000,20.0,10000,699.0,0,29,4,0,0,0,0
23,51000,30.0,12000,1299.0,0,24,3,1,3,2,0
25,51996,80.0,12000,1221.0,0,23,4,3,3,1,0
24,52000,70.0,12000,751.0,0,23,3,4,3,0,0
25,34000,90.0,2000,766.0,1,6,4,0,0,0,0
22,52000,60.0,12000,1199.0,0,23,3,1,3,1,0
23,34000,70.0,10950,729.0,0,32,2,5,2,0,0
26,34000,50.0,5000,579.0,0,15,4,4,0,0,0
22,52000,10.0,12000,1361.0,0,23,3,1,3,2,1
26,34000,80.0,6000,692.0,0,18,4,4,0,0,0
22,52000,30.0,12000,1357.0,0,23,2,4,3,2,1
21,34000,50.0,6000,676.0,0,18,2,1,0,0,0
25,46800,50.0,12000,1311.0,1,26,4,2,3,2,1
21,34000,50.0,7200,676.0,1,21,2,4,0,0,0
24,34000,10.0,5100,1435.0,0,15,4,4,0,2,0
23,47000,70.0,12000,1629.0,1,26,3,0,3,3,1
24,53000,60.0,12000,1111.0,0,23,3,5,3,1,0
26,53000,40.0,12000,1459.0,0,23,3,4,3,3,1
22,34000,50.0,11500,1099.0,0,34,2,3,0,1,0
24,53000,70.0,12000,1253.0,0,23,4,3,3,2,1
22,54000,20.0,12000,1099.0,0,22,2,0,3,1,0
25,34000,20.0,6000,157.0,1,18,3,3,0,3,1
22,54000,60.0,12000,849.0,0,22,4,0,3,0,0
24,54000,60.0,12000,849.0,0,22,4,1,3,0,0
23,54000,80.0,12000,1136.0,0,22,2,5,3,1,0
22,48400,60.0,12000,1465.0,1,25,3,5,3,2,1
25,34000,0.0,10000,1287.0,0,29,4,3,0,2,1
25,54996,30.0,12000,1037.0,0,22,2,2,3,1,0
24,34000,0.0,10000,1218.0,0,29,4,3,0,1,0
26,54996,20.0,12000,788.0,0,22,4,4,3,0,0
23,34000,70.0,19000,1148.0,0,56,4,0,0,1,0
22,54996,60.0,12000,832.0,0,22,4,5,3,0,0
26,55000,100.0,12000,1242.0,0,22,3,4,3,1,0
24,34000,20.0,6000,1411.0,0,18,4,2,0,3,0
25,34000,10.0,10000,1126.0,0,29,3,1,0,1,0
25,55000,90.0,12000,1065.0,0,22,3,1,3,1,0
22,34000,60.0,5000,963.0,0,15,3,1,0,0,0
21,55000,50.0,12000,1062.0,0,22,2,5,3,1,0
25,34000,10.0,7000,1128.0,0,21,2,1,0,2,0
25,49000,10.0,12000,1349.0,1,24,2,0,3,3,0
22,55008,60.0,12000,1379.0,0,22,2,1,3,2,0
24,55032,80.0,12000,963.0,0,22,2,1,3,0,0
21,34056,60.0,1500,1065.0,0,4,3,4,2,1,0
22,56000,10.0,12000,691.0,0,21,2,1,3,0,0
23,34174,80.0,9000,1347.0,0,26,4,4,0,2,0
21,56000,50.0,12000,1075.0,0,21,4,5,3,1,0
24,56000,80.0,12000,1149.0,0,21,2,5,3,1,0
23,56000,20.0,12000,1075.0,0,21,3,4,3,1,0
24,56000,40.0,12000,894.0,0,21,3,2,3,0,0
24,56000,0.0,12000,1426.0,0,21,2,5,3,2,1
25,50100,10.0,12000,1474.0,1,24,2,4,3,3,1
22,56755,50.0,12000,1099.0,0,21,2,1,3,1,0
26,57000,0.0,12000,1099.0,0,21,4,3,3,1,0
23,34348,70.0,5000,79.0,0,15,3,1,0,0,0
23,51000,30.0,12000,1799.0,1,24,4,0,3,4,1
21,57000,50.0,12000,729.0,0,21,4,0,3,0,0
24,51000,30.0,12000,788.0,1,24,3,4,3,0,0
22,57000,60.0,12000,1311.0,0,21,2,1,3,2,0
23,57000,40.0,12000,894.0,0,21,2,0,3,0,0
23,57720,80.0,12000,1287.0,0,21,3,0,3,2,1
25,51780,80.0,12000,1347.0,1,23,3,3,3,2,0
23,51840,10.0,12000,1595.0,1,23,3,0,3,3,1
21,34500,30.0,6400,751.0,0,19,2,1,0,0,0
26,58000,50.0,12000,991.0,0,21,3,0,3,1,0
22,58000,60.0,12000,1149.0,0,21,4,5,3,1,0
24,58000,60.0,12000,1311.0,0,21,2,1,3,2,0
24,52260,60.0,12000,999.0,1,23,4,3,3,1,0
26,34515,110.0,5400,768.0,0,16,4,0,0,0,0
22,59000,60.0,12000,1037.0,0,2,3,4,3,1,0
23,34560,10.0,10000,1059.0,0,29,2,3,0,1,0
24,52000,80.0,3000,1149.0,0,6,4,0,3,1,0
23,52800,60.0,3000,1099.0,0,6,4,3,3,1,0
23,34600,50.0,6800,1269.0,0,2,4,1,0,1,0
24,34600,20.0,4000,542.0,0,12,2,0,0,0,0
25,53000,60.0,3000,1399.0,0,6,2,3,3,2,1
23,34662,10.0,3000,1075.0,1,9,4,2,0,1,0
22,34800,30.0,1500,1349.0,0,4,3,0,0,2,1
25,54000,10.0,3000,932.0,0,6,3,5,3,0,0
26,34800,40.0,5975,1149.0,0,17,4,3,0,1,0
25,34800,60.0,5125,699.0,1,15,2,0,0,0,0
23,55000,20.0,3000,699.0,0,5,2,1,3,0,0
22,55000,60.0,3000,1268.0,0,5,4,4,3,2,1
25,49000,20.0,3000,1268.0,1,6,3,5,3,2,1
22,49000,70.0,3000,1223.0,1,6,2,0,3,2,1
23,55000,20.0,3000,988.0,0,5,2,5,3,1,0
25,55000,0.0,3000,639.0,0,5,4,3,3,0,0
22,55500,60.0,3000,1059.0,0,5,3,3,3,1,0
22,34900,60.0,4000,999.0,0,11,2,0,0,1,0
25,56000,20.0,3000,1269.0,0,5,3,4,3,1,0
22,34977,50.0,13000,160.0,0,37,2,4,0,3,0
25,34980,10.0,6000,1148.0,0,17,2,5,0,1,0
25,50160,0.0,3000,1442.0,1,6,2,0,3,3,0
23,34992,40.0,22550,1596.0,0,64,3,1,0,5,1
21,57000,30.0,3000,542.0,0,5,3,4,3,0,0
24,35000,90.0,8000,1171.0,0,23,2,2,0,1,0
24,57000,10.0,3000,788.0,0,5,3,3,3,0,0
23,35000,70.0,12000,1242.0,0,34,2,0,0,1,0
22,58000,60.0,3000,1183.0,0,5,2,1,3,1,0
23,58500,20.0,3000,988.0,0,5,2,0,3,1,0
23,59000,50.0,3000,714.0,0,5,2,0,3,0,0
23,59300,10.0,3000,963.0,0,5,3,3,3,0,0
23,35000,70.0,5000,1171.0,0,14,4,3,2,1,0
25,60000,50.0,3000,1758.0,0,5,2,1,3,3,1
26,60000,50.0,3000,1562.0,0,5,2,5,3,2,0
26,35000,30.0,4800,603.0,0,14,2,2,2,0,0
24,35000,30.0,15000,1427.0,0,43,2,3,0,2,0
26,60000,30.0,3000,100.0,0,5,3,0,3,1,0
23,60000,10.0,3000,751.0,0,5,2,0,3,0,0
23,60000,10.0,3000,1025.0,0,5,4,3,3,1,0
21,35000,50.0,6900,1242.0,0,2,3,4,0,1,0
22,60000,20.0,3000,1189.0,0,5,4,4,3,1,0
26,60996,60.0,3000,1222.0,0,5,4,2,3,2,1
24,35000,60.0,8575,1065.0,0,24,4,3,0,1,0
22,35000,60.0,9500,603.0,0,27,3,0,0,0,0
24,55160,0.0,3000,89.0,1,5,3,1,3,0,0
23,61200,70.0,3000,1242.0,0,5,2,4,3,1,0
21,35000,30.0,5000,1427.0,0,14,3,1,2,2,1
24,62000,70.0,3000,999.0,0,5,2,1,3,1,0
23,56500,70.0,3000,1484.0,1,5,3,0,3,3,1
23,57000,60.0,3000,1459.0,1,5,2,2,3,3,0
24,35000,10.0,7000,1629.0,0,2,4,2,2,3,1
24,35000,20.0,7500,79.0,0,21,3,2,0,0,0
22,58170,10.0,3000,907.0,1,5,2,1,3,0,0
23,58800,70.0,3000,1036.0,1,5,4,4,3,1,0
22,58992,0.0,3000,1284.0,1,5,3,3,3,2,1
25,65000,10.0,3000,849.0,0,5,4,2,3,0,0
24,35000,10.0,10000,79.0,0,29,4,3,2,0,0
22,65000,0.0,3000,699.0,0,5,4,1,3,0,0
22,35000,10.0,8000,1269.0,0,23,4,1,2,1,0
26,65000,10.0,3000,579.0,0,5,2,5,3,0,0
23,65004,40.0,3000,1484.0,0,5,3,1,3,3,0
26,35000,100.0,8000,1269.0,0,23,3,4,0,1,0
23,65004,0.0,3000,1361.0,0,5,3,5,3,2,1
23,66000,30.0,3000,599.0,0,5,2,1,3,0,0
25,60000,30.0,3000,1347.0,1,5,3,3,3,2,1
23,67000,70.0,3000,1099.0,0,4,2,3,3,1,0
23,35000,0.0,12000,1242.0,0,34,3,5,0,1,0
21,35000,50.0,8000,991.0,0,23,3,5,2,1,0
22,35000,50.0,5000,79.0,0,14,3,3,0,0,0
26,67500,0.0,3000,888.0,0,4,2,1,3,1,0
26,67500,10.0,3000,932.0,0,4,4,2,3,0,0
21,68000,30.0,3000,1178.0,0,4,2,4,3,2,0
26,54400,20.0,3000,1942.0,1,5,2,3,3,4,0
23,70000,10.0,3000,1427.0,0,4,2,5,3,2,1
22,70000,20.0,3000,729.0,0,4,4,4,3,0,0
24,64000,70.0,3000,1521.0,1,5,4,0,3,3,0
24,35000,70.0,15000,749.0,0,43,4,1,0,0,0
22,35000,20.0,6000,749.0,0,17,4,1,0,0,0
22,71000,50.0,3000,1465.0,0,4,4,3,3,2,0
26,35000,30.0,7200,1059.0,0,21,3,4,0,1,0
23,72000,80.0,3000,1199.0,0,4,2,3,3,1,0
23,72000,70.0,3000,743.0,0,4,2,4,3,0,0
26,72054,90.0,3000,729.0,0,4,2,2,3,0,0
23,73000,20.0,3000,1218.0,0,4,3,5,3,1,0
23,74250,30.0,3000,1199.0,0,4,4,0,3,1,0
23,35000,70.0,2100,542.0,0,6,3,1,0,0,0
24,29000,10.0,6000,1562.0,1,21,3,3,0,3,0
21,35000,50.0,4800,1099.0,0,14,3,0,0,1,0
22,75000,40.0,3000,89.0,0,4,2,1,3,0,0
24,35000,50.0,4800,542.0,0,14,3,0,0,0,0
23,35000,40.0,3825,749.0,0,11,4,5,0,0,0
23,77200,10.0,3000,963.0,0,4,2,1,3,1,0
25,77500,30.0,3000,654.0,0,4,4,2,3,0,0
23,78000,50.0,3000,1689.0,0,4,3,5,3,3,0
22,78000,70.0,3000,699.0,0,4,4,4,3,0,0
22,78000,40.0,3000,1632.0,0,4,2,5,3,4,0
22,83000,40.0,3000,963.0,0,4,3,1,3,0,0
25,84000,90.0,3000,579.0,0,4,3,0,3,0,0
25,67147,90.0,3000,1602.0,1,4,4,3,3,3,1
22,35000,70.0,3500,1149.0,0,1,3,4,0,1,0
22,85000,50.0,3000,1099.0,0,4,2,1,3,1,0
23,85000,50.0,3000,749.0,0,4,3,5,3,0,0
24,89523,80.0,3000,1025.0,0,3,3,4,3,1,0
23,35000,20.0,5500,542.0,0,16,2,5,2,0,0
25,35000,50.0,10000,1199.0,0,29,4,2,0,1,0
25,35000,60.0,5000,599.0,0,14,4,4,0,0,0
26,100000,30.0,3000,1357.0,0,3,3,0,3,2,0
24,100000,0.0,3000,976.0,0,3,3,2,3,1,0
26,103000,40.0,3000,788.0,0,3,4,4,3,0,0
24,110000,80.0,3000,788.0,0,3,2,5,3,0,0
21,35000,50.0,4000,729.0,0,11,2,1,2,0,0
23,110000,60.0,3000,1422.0,0,3,3,1,3,2,0
24,115154,80.0,3000,1427.0,0,3,2,2,3,2,0
24,120390,80.0,3000,579.0,0,2,4,2,3,0,0
24,35000,30.0,3600,692.0,0,1,2,5,0,0,0
26,35000,10.0,5600,1111.0,0,16,4,5,2,1,0
21,35000,50.0,6500,1343.0,0,19,2,1,2,2,0
24,125000,30.0,3000,1472.0,0,2,3,0,3,2,1
22,35000,70.0,4000,729.0,0,11,2,5,0,0,0
26,125000,100.0,3000,1221.0,0,2,4,3,3,1,0
24,35000,80.0,2000,1037.0,0,6,2,5,0,1,0
24,142000,30.0,3000,788.0,0,2,2,0,3,0,0
25,137400,40.0,3000,1306.0,1,2,2,1,3,2,0
25,180000,20.0,3000,1112.0,0,2,2,5,3,1,0
25,35000,30.0,3600,1343.0,0,1,3,1,2,2,0
22,16800,10.0,3050,991.0,1,18,3,1,3,1,0
23,24000,0.0,3050,749.0,0,13,4,3,3,0,0
23,12000,20.0,3075,1037.0,1,26,2,4,3,1,0
25,30000,10.0,3075,1059.0,0,1,2,1,3,1,0
26,35000,0.0,8000,542.0,0,23,2,3,0,0,0
21,35000,50.0,1500,963.0,0,4,4,3,0,1,0
26,44000,0.0,3075,1099.0,0,7,3,3,3,1,0
25,20000,0.0,3100,1171.0,0,15,4,3,3,1,0
26,35000,0.0,3800,654.0,0,11,3,2,0,0,0
23,20400,30.0,3125,1261.0,0,15,3,4,3,2,0
26,35000,100.0,2500,925.0,0,7,3,2,0,1,0
21,15300,50.0,3150,1099.0,1,21,4,2,3,1,0
25,42000,20.0,3150,579.0,0,7,4,1,3,0,0
22,35000,60.0,8000,579.0,0,23,4,1,0,0,0
24,35000,20.0,3600,999.0,0,1,4,5,2,1,0
22,29000,60.0,12000,542.0,1,41,4,4,0,0,0
22,96000,40.0,3150,60.0,0,3,2,1,3,1,0
21,28800,10.0,3175,603.0,0,11,4,1,3,0,0
24,12000,0.0,3200,599.0,1,27,3,4,3,0,0
26,15000,80.0,3200,1221.0,1,21,2,3,3,1,0
22,15600,50.0,3200,1793.0,1,21,4,5,3,4,0
25,16000,0.0,3200,932.0,1,2,2,0,3,0,0
21,18000,10.0,3200,849.0,1,18,3,4,3,0,0
23,29000,70.0,6000,788.0,1,21,2,4,0,0,0
21,35000,50.0,13650,751.0,0,39,4,0,0,0,0
22,18996,30.0,3200,1528.0,1,17,3,1,3,3,1
23,20000,10.0,3200,714.0,0,16,4,4,3,0,0
23,20000,0.0,3200,160.0,1,16,2,5,3,4,0
23,20800,40.0,3200,1484.0,0,15,2,1,3,3,0
23,22000,20.0,3200,1269.0,0,15,4,3,3,1,0
25,23040,0.0,3200,1479.0,0,14,2,0,3,2,0
24,35000,20.0,8000,1186.0,0,23,3,1,0,1,0
21,24000,30.0,3200,1357.0,0,13,4,0,3,2,0
26,35000,100.0,6000,751.0,0,17,4,5,0,0,0
24,25000,60.0,3200,1311.0,1,13,4,0,3,2,0
25,27600,20.0,3200,1221.0,0,12,2,5,3,1,0
22,28000,30.0,3200,1059.0,0,11,2,1,3,1,0
25,30000,0.0,3200,1399.0,0,11,2,3,3,2,0
21,30000,30.0,3200,1114.0,0,11,3,3,3,1,0
25,30000,20.0,3200,80.0,0,11,4,3,3,0,0
23,31000,30.0,3200,1149.0,0,1,4,1,3,1,0
23,31200,0.0,3200,1349.0,0,1,4,1,3,2,1
22,31200,10.0,3200,1199.0,0,1,2,5,3,1,0
22,32000,0.0,3200,102.0,0,1,3,4,3,1,0
25,33000,90.0,3200,542.0,0,1,4,3,3,0,0
25,29004,0.0,3200,1749.0,1,11,2,2,3,3,1
26,35000,10.0,3000,676.0,0,9,3,5,0,0,0
21,31000,50.0,3200,1037.0,1,1,3,0,3,1,0
22,37440,10.0,3200,1304.0,0,9,2,1,3,2,1
26,38400,70.0,3200,1349.0,0,8,2,4,3,2,0
24,41745,20.0,3200,963.0,0,8,3,4,3,0,0
22,42500,70.0,3200,749.0,0,8,4,1,3,0,0
26,43200,50.0,3200,1435.0,0,7,4,1,3,2,1
24,44000,10.0,3200,80.0,0,7,2,3,3,0,0
21,45000,30.0,3200,654.0,0,7,4,4,3,0,0
22,35000,60.0,7500,1392.0,0,21,3,1,0,2,0
23,45240,40.0,3200,737.0,0,7,3,5,3,0,0
26,29000,10.0,11200,1114.0,1,39,4,2,0,1,0
25,42000,30.0,3200,157.0,1,8,2,3,3,3,1
23,49200,40.0,3200,1348.0,0,7,3,3,3,2,1
22,50000,10.0,3200,849.0,0,6,4,5,3,0,0
22,51000,20.0,3200,1099.0,0,6,2,1,3,1,0
23,35000,60.0,8400,1218.0,0,24,3,1,0,1,0
24,54731,20.0,3200,1183.0,0,6,2,0,3,1,0
23,35000,70.0,15000,1843.0,0,43,2,1,0,5,1
23,35000,0.0,12800,1183.0,1,37,2,4,1,1,0
26,55000,10.0,3200,849.0,0,6,3,1,3,0,0
22,35000,60.0,3500,1148.0,0,1,4,1,0,1,0
24,58000,20.0,3200,1435.0,0,6,2,5,3,2,0
22,60000,60.0,3200,1171.0,0,5,2,3,3,1,0
22,54000,50.0,3200,1649.0,1,6,4,2,3,3,1
24,60000,30.0,3200,714.0,0,5,3,0,3,0,0
26,61200,90.0,3200,991.0,0,5,2,4,3,1,0
26,35000,10.0,5000,1442.0,0,14,2,1,0,3,1
26,65000,50.0,3200,1171.0,0,5,3,0,3,1,0
24,35000,30.0,13000,1474.0,0,37,3,4,0,3,0
24,59000,80.0,3200,138.0,1,5,3,3,3,2,0
24,65004,0.0,3200,999.0,0,5,4,2,3,1,0
24,72000,80.0,3200,1392.0,0,4,3,4,3,2,0
22,75000,60.0,3200,1028.0,0,4,4,1,3,2,0
24,35000,10.0,3500,160.0,0,1,3,5,2,4,0
26,35000,10.0,6000,1221.0,0,17,4,4,0,1,0
25,78000,50.0,3200,1299.0,0,4,4,2,3,2,1
24,83000,30.0,3200,699.0,0,4,3,2,3,0,0
23,78000,30.0,3200,1099.0,1,4,3,1,3,1,0
21,85000,50.0,3200,1025.0,0,4,4,4,3,1,0
25,78000,20.0,3200,1459.0,1,4,3,2,3,3,1
21,35000,10.0,4950,768.0,0,14,4,3,0,0,0
22,29000,0.0,7500,1008.0,1,26,4,0,1,1,0
22,35000,60.0,7500,1134.0,0,21,2,4,0,2,1
21,12000,20.0,3250,999.0,1,27,2,2,3,1,0
21,35000,20.0,800,737.0,0,2,3,5,0,0,0
22,14400,60.0,3250,1629.0,1,23,4,4,3,3,0
24,16000,0.0,3250,1242.0,1,2,4,5,3,1,0
22,17004,50.0,3250,691.0,1,19,2,0,3,0,0
23,18000,10.0,3250,1322.0,1,18,2,5,3,2,0
25,35000,10.0,5400,1217.0,0,15,4,2,0,3,0
22,35004,30.0,3000,79.0,0,9,4,5,2,0,0
22,20400,50.0,3250,1426.0,1,16,2,3,3,2,1
24,25000,30.0,3250,1367.0,0,13,4,1,3,3,0
22,35004,10.0,9000,100.0,0,26,2,5,2,1,0
26,28000,20.0,3250,1459.0,1,12,4,2,3,3,0
24,35004,50.0,7000,542.0,0,2,3,1,0,0,0
